Experiment,Sample_Type,Cell Line,Karyotype,Timepoint,Treatment,Tryptophan,L-Kynurenine,Kynurenic acid,L-Alanine,Picolinic acid,Nicotinamide,Indole-3-acetaldehyde,5-Hydroxy-L-tryptophan,Indole,Serotonin,Anthranilate,Xanthurenic acid,L-Arginine,3-Hydroxyanthranilate
5,Cells,5659,D21,24,IFN-,6209092.04,5963962.64,,0,,335957.039,500628.4077,262969.8534,1592341.538,,,19744.9,2354672.531,
5,Cells,2036,D21,24,IFN-,12270037.71,12623795.01,,55978.7031,,548124.0091,698119.5688,359879.683,2033699.062,,,20175.2475,2489686.667,
5,Cells,8447,D21,24,IFN-,7180468.688,4990687.664,,41277.3945,,419656.8151,719331.9202,322498.9612,1862676.081,,,8011.644,2943434.983,
5,Cells,5397,T21,24,IFN-,3993619.29,3936474.714,,20805.2891,,380489.9426,625162.4039,400453.9719,1637746.563,,,11130.35,2424336.859,
5,Cells,2767,T21,24,IFN-,14631999.52,9708687.044,,45433.7695,,447131.2617,593798.5722,449612.7216,1932321.016,,,0,2546995.139,
5,Cells,4616,T21,24,IFN-,12118239.2,8082449.625,,30754.3672,,570223.044,797280.9946,849105.7393,1879674.214,,,127939.3,2293787.489,
5,Supernatant,5659,D21,0,IFN-,238931376.8,209411.8,182063.1914,,,707736.4588,3495832.938,1200546.935,9396006.888,6131.5972,,16102.6953,232880.54,
5,Supernatant,2036,D21,0,IFN-,170381187.8,41130.49,298016.9375,,,435528.6381,3940229.081,866214.985,2625507.75,64847.9219,,10278.7285,396781.7851,
5,Supernatant,8447,D21,0,IFN-,261619563.4,31051.21,137353.4883,,,305343.6088,2903416.9,1370206.349,10011873.65,32952.9883,,7937.0625,238430.302,
5,Supernatant,5397,T21,0,IFN-,203249959.8,462640.628,165253.2578,,,445594.7897,3977579.753,1048935.007,8748242.51,60150.8438,,7394.3477,319895.5331,
5,Supernatant,2767,T21,0,IFN-,113542035.1,118728.5,219102.0273,,,608528.39,1673413,719893.5795,6253453.242,6074.416,,13536.2998,215225.6431,
5,Supernatant,4616,T21,0,IFN-,128164111.2,157268.07,175823.6914,,,916170.2625,2604763.428,822955.9229,5099898.162,111792.75,,8987.6006,258537.8458,
5,Supernatant,5659,D21,1,IFN+,333306798.6,65988.43,178163.1133,,,570577.3609,8582913.194,1685224.624,4887349.854,208768.0781,,21201.0723,802094.5611,
5,Supernatant,2036,D21,1,IFN+,229759125.4,70745.76,185348.7656,,,1108962.493,4669763.875,1352861.409,8687185.369,0,,0,387668.8476,
5,Supernatant,8447,D21,1,IFN+,174026520.9,54456.05,269380.3203,,,673230.9875,3636872.969,998883.0147,7755064,7602.8652,,0,322193.8202,
5,Supernatant,5397,T21,1,IFN+,257140813.7,110108,129539.4609,,,568565.9281,7700525.249,992610.1594,4160272.57,227941.125,,16061.0205,155832.8869,
5,Supernatant,2767,T21,1,IFN+,119469602.2,50043.81,159582.0039,,,320671.0975,2456431,712705.0909,5361723.15,29933.709,,0,196456.1589,
5,Supernatant,4616,T21,1,IFN+,134754378,51414.95,241449.3281,,,548925.1088,2280096.25,668876.3574,5524613.325,27922.6172,,0,290737.7797,
5,Supernatant,5659,D21,1,IFN-,149267489.6,35329.42,149430.2266,,,509225.0797,6367525.859,723561.552,2142881.992,281274.9688,,0,178734.2055,
5,Supernatant,2036,D21,1,IFN-,162177726.1,27489.92,208882.9551,,,425222.4803,5231061.742,1035920.135,2659234.569,119587.8828,,0,335187.523,
5,Supernatant,8447,D21,1,IFN-,172473277.6,70068.19,230780.3281,,,554640.275,3090781.944,798415.8578,6881436.598,14518.8467,,5128.1411,223039.3,
5,Supernatant,5397,T21,1,IFN-,136307871.1,91979.94,162307.959,,,856863.6994,4572477.156,681687.6761,1821222.911,292139.2812,,0,426574.1492,
5,Supernatant,2767,T21,1,IFN-,169781949,61863.48,78606.5235,,,471533.1181,3479157.656,761720.6164,6359521.332,53029.5781,,10162.4316,227476.8259,
5,Supernatant,4616,T21,1,IFN-,193894248.3,89946.53,124349.0235,,,754568.045,4033051.879,945355.0566,7688427.675,14254.6787,,0,327538.1411,
5,Supernatant,5659,D21,6,IFN+,132589142.3,65945.67,179339.9492,,,510641.9378,5084158.863,776519.4883,1825243.367,240742.6406,,7876.6191,280421.5698,
5,Supernatant,2036,D21,6,IFN+,157962393,56472.09,231127.289,,,902836.1162,7060161.843,859170.0558,2347348.25,191104.8281,,81094.9469,150716.86,
5,Supernatant,8447,D21,6,IFN+,149784259.3,60024.51,275335.6367,,,404764.8806,3202479.046,740101.1502,5661938.353,7408.6724,,6597.7637,152098.8572,
5,Supernatant,5397,T21,6,IFN+,132574848.8,256050.2,135904.9609,,,466167.2694,3069378.52,536374.0512,5417704.134,27311.4766,,0,309331.4029,
5,Supernatant,2767,T21,6,IFN+,154622656.5,181273,161506.5312,,,716050.2003,7166838.626,830885.5716,2178236.191,314737.125,,6579.623,284303.05,
5,Supernatant,4616,T21,6,IFN+,170138940.3,282134.366,132186.332,,,628230.7412,6220165.904,1078638.38,2376309.121,292757.7812,,515519.8799,215132.6459,
5,Supernatant,5659,D21,6,IFN-,165895876.9,48138.94,250546.3984,,,563118.8406,3456895.398,785205.5629,7416991.806,52406.293,,0,221470.3448,
5,Supernatant,2036,D21,6,IFN-,124633338.6,19626.74,149105.9023,,,850830.6538,6174280.734,529462.5242,2327518.278,174483.25,,3133.6711,213570.7275,
5,Supernatant,8447,D21,6,IFN-,312887754.7,70476.72,255468.2813,,,1058047.478,14382320.15,1766431.004,3994471.959,558142.75,,0,840793.18,
5,Supernatant,5397,T21,6,IFN-,277044558.6,107706,198994.7968,,,684578.9625,8441126.214,1201743.797,3778019.829,273752.875,,0,178183.5482,
5,Supernatant,2767,T21,6,IFN-,164825243.1,41079.4,167972.4024,,,593983.855,3607165.21,752095.5511,6328400.453,51356.4023,,11824.08,211222.363,
5,Supernatant,4616,T21,6,IFN-,139709843.9,29361.03,228216.4023,,,718144.9125,7697744.438,781942.6463,2416819.603,279647.75,,5595.9551,150743.4915,
5,Supernatant,5659,D21,24,IFN+,175973280.4,1264500.437,219747.8281,,,618280.9906,4694355.1,1039265.817,3187696.021,129348.0234,,221361.8518,115032.3596,
5,Supernatant,2036,D21,24,IFN+,214400155,205769.63,149591.8086,,,912071.3612,6204089.501,1776863.454,5030282.669,159496.8281,,107628.3989,161904.5283,
5,Supernatant,8447,D21,24,IFN+,166405919.3,405693.105,168108.1719,,,741640.7378,4589573.091,827214.5846,2882486.775,115120.75,,31672.8359,104913.6636,
5,Supernatant,5397,T21,24,IFN+,156859463.7,20703267.26,228308.375,,,816214.0081,5302827.439,1364995.706,3378112.905,70668.6484,,79643.9879,237932.6976,
5,Supernatant,2767,T21,24,IFN+,146466579.6,6458109.74,203277.6172,,,788183.3775,5884925.204,884876.6611,2664203.777,268958.2812,,68246.7379,284924.3414,
5,Supernatant,4616,T21,24,IFN+,158491846.1,10178130.03,247620.2578,,,318473.7152,4330695.35,1176070.383,3991877.903,141842.4219,,47625.0625,427331.5035,
5,Supernatant,5659,D21,24,IFN-,193498886.5,121629.2,137074.3476,,,1219157.175,4718284.491,1021685.03,4564725.313,4086.3372,,61362.2604,313466.4512,
5,Supernatant,2036,D21,24,IFN-,268751558.8,70424.9,206474.1016,,,710074.0269,5923575.894,1185784.608,7234207.863,67527.4531,,98012.8789,136058.0663,
5,Supernatant,8447,D21,24,IFN-,295964842.7,58424.93,330492.5,,,916631.7062,7570905.325,1371784.548,8387510.034,94516.6641,,123280.5233,279849.8918,
5,Supernatant,5397,T21,24,IFN-,158772430.1,218379.07,228725.7695,,,489810.2988,4092486.956,723462.5586,2969578.493,107474.9375,,87104.6177,247486.9361,
5,Supernatant,2767,T21,24,IFN-,194347378,167820.6,303267.4922,,,601402.2906,6447230.366,1136829.09,5359934.694,175868.2031,,112387.6064,151101.5175,
5,Supernatant,4616,T21,24,IFN-,153731740.2,544445.31,266598.9844,,,462683.7344,4148132.359,1190204.527,2947495.418,132123.6406,,221579.8016,267475.383,
6,Cells,5659,D21,0,IFN-,10881210.67,16862670.2,,49041.5938,,446159.6464,486896.6646,1008321.184,1988792.716,,,12167.4873,1842746.414,
6,Cells,2036,D21,0,IFN-,9477752.271,10277525.31,,105168.7891,,491291.385,293786.9233,515664.682,2327066.956,,,38825.2539,832626.7578,
6,Cells,8447,D21,0,IFN-,4150167.591,8325866.422,,76118.4688,,408463.4503,318176.69,350705.2499,2064289.85,,,14284.8203,958480.3086,
6,Cells,5397,T21,0,IFN-,5652926.573,9378761.686,,73889.9375,,452818.8437,378090.8629,812662.1,1773016.305,,,7963.543,996814.1016,
6,Cells,2767,T21,0,IFN-,19543418.4,18588896.84,,93048.0391,,638483.5477,519894.0182,1156151.367,2885524.525,,,37449.4648,1541513.156,
6,Cells,4616,T21,0,IFN-,6763823.403,7253226.416,,69456.875,,551998.5594,298754.4747,524673.5415,1984584.509,,,37150.2617,739977.894,
6,Cells,5659,D21,1,IFN+,7918642.484,9798584.687,,0,,418517.6072,460944.3456,720979.4136,1858706.111,,,136415.5781,2181658.031,
6,Cells,2036,D21,1,IFN+,7902657.109,13396195.45,,107077.5703,,532635.3404,381850.1836,554618.5259,2825136.539,,,54004.6992,1495478.259,
6,Cells,8447,D21,1,IFN+,4005232.259,7857713.734,,51862.375,,475753.8316,452051.8873,567645.597,2208225.505,,,118934.2891,2067478.816,
6,Cells,5397,T21,1,IFN+,2749087.803,3502653.689,,39623.2773,,414902.7878,275285.8437,576478.9937,1757606.86,,,38814.2579,795168.0986,
6,Cells,2767,T21,1,IFN+,7242019.99,10638138.63,,70594.4766,,591175.1863,495787.7783,452189.4307,2311278.104,,,42662.5469,1605514.757,
6,Cells,4616,T21,1,IFN+,4383212.483,3541623.95,,32645.9238,,497410.5766,388287.3455,378403.1067,2006767.55,,,91773.0484,1187607.487,
6,Cells,5659,D21,1,IFN-,6480780.842,10533766.98,,41903.5742,,365631.2828,475409.0427,571526.3452,1942049.293,,,24554.7676,1718720.945,
6,Cells,2036,D21,1,IFN-,8234171.219,10008397.42,,89883.8359,,519817.0715,343980.3411,423119.7885,2585591.941,,,61034.9961,1178384.77,
6,Cells,8447,D21,1,IFN-,2655759.802,5526673.313,,47033.6875,,340803.6306,310536.259,290977.0385,2016455.455,,,49953.0117,1145365.018,
6,Cells,5397,T21,1,IFN-,5872998.577,5360196.106,,50151.1367,,504420.6792,465114.8442,930595.8777,1932904.215,,,43147.1953,1910599.283,
6,Cells,2767,T21,1,IFN-,13035012.41,13341150.14,,62650.8125,,546337.7457,475769.5731,919678.6387,2344660.088,,,107035.8862,1830298.007,
6,Cells,4616,T21,1,IFN-,7893098.085,4926632.136,,44134.582,,526014.2115,447647.3495,756195.4005,2111519.376,,,149254.0394,1431067.434,
6,Cells,5659,D21,6,IFN+,5466168.636,7686939.891,,24192.2559,,465086.1657,318969.5096,447962.706,1742403.341,,,57020.6244,1456644.07,
6,Cells,2036,D21,6,IFN+,14108249.88,15435639.76,,95292.9922,,550629.0611,406770.7585,488649.1612,2631278.797,,,40071.2852,1203673.355,
6,Cells,8447,D21,6,IFN+,2276569.472,8110879.75,,37247.0078,,448995.5991,347877.2018,403261.2543,1580698.085,,,10190.2822,1097878.01,
6,Cells,5397,T21,6,IFN+,334787.1272,5212013.275,,20186.5391,,451707.0284,636505.5328,1107802.371,1120558.797,,,53320.5148,1507855.845,
6,Cells,2767,T21,6,IFN+,2323315.159,11299325.07,,64241.4375,,457017.5462,663306.3193,933226.4108,1992096.624,,,15889.1377,1431302.899,
6,Cells,4616,T21,6,IFN+,2179615.876,4795356.583,,21035.8105,,497784.4786,420528.5015,556684.8992,1596009.451,,,71211.9922,942533.6055,
6,Cells,5659,D21,6,IFN-,9915964.309,13806465.36,,30276.5254,,486826.5516,508536.1076,650775.3388,1724861.383,,,111203.2722,2368128.977,
6,Cells,2036,D21,6,IFN-,19892189.2,20502458.02,,134664.9219,,637645.2011,471679.4972,1084123.869,3109581.007,,,115781.625,1989599.055,
6,Cells,8447,D21,6,IFN-,5321401.548,12417888.02,,36285.582,,470414.8997,472718.5183,908966.6607,2196442.061,,,31364.7637,2277040.719,
6,Cells,5397,T21,6,IFN-,4474547.077,3670495.15,,35964.0352,,399754.385,412682.6661,444468.8377,1332968.497,,,74010.7442,1020103.128,
6,Cells,2767,T21,6,IFN-,10579874.61,9364757.832,,68424.3828,,391485.3828,398175.8024,491883.889,2309144.028,,,8234.6494,990121.3579,
6,Cells,4616,T21,6,IFN-,5992303.919,3961816.832,,49913.5508,,515173.6928,352999.4702,382031.9883,1678011.386,,,71749.8036,955173.9453,
6,Cells,5659,D21,24,IFN+,4407386.106,4445289.971,,0,,329483.6751,344631.6788,592009.9991,1661241.934,,,68839.9762,1097765.082,
6,Cells,2036,D21,24,IFN+,11126958.01,10137429.44,,87762.1953,,415916.4765,391709.3126,493763.9866,2064187.004,,,10675.16,1000256.249,
6,Cells,8447,D21,24,IFN+,4656450.19,5449404.527,,46791.3867,,407118.7793,340807.3805,655237.2706,1739088.981,,,7076.6489,1088351.119,
6,Cells,5397,T21,24,IFN+,308981.4106,4552588.976,,0,,434612.1019,476364.5958,4072145.484,1235417.379,,,150466.4378,1116755.527,
6,Cells,2767,T21,24,IFN+,3418527.093,12764112.78,,51815.0117,,507933.9301,776795.5372,4759705.074,1912404.751,,,27772,1305060.829,
6,Cells,4616,T21,24,IFN+,4801663.747,8318923.713,,62404.7617,,628648.789,617516.5981,5608447.685,1946466.348,,,8253.6816,816730.2871,
6,Cells,5659,D21,24,IFN-,5284666.634,4844404.034,,34183.2344,,317971.6781,339058.9234,355544.6846,1626747.617,,,17033.71,932912.3516,
6,Cells,2036,D21,24,IFN-,13511678.72,11153160.41,,81912.1719,,397361.2869,339889.7574,289003.7703,2072724.093,,,6388.7632,1031145.449,
6,Cells,8447,D21,24,IFN-,6837341.248,6424118.875,,36354.9258,,384173.7219,410613.3606,497757.5873,1929019.851,,,0,1551764.117,
6,Cells,5397,T21,24,IFN-,4557754.081,3340824.911,,26637.3496,,441383.9731,353632.6461,383521.5499,1644785.52,,,95283.0173,1011387.757,
6,Cells,2767,T21,24,IFN-,12962958.33,6695372.931,,79338.7578,,431630.4965,401757.5005,544289.5147,1925336.499,,,0,937329.9297,
6,Cells,4616,T21,24,IFN-,9455842.231,4838830.206,,60633.082,,426733.8756,308956.4637,439832.9414,2118925.916,,,5931.086,855934.0625,
6,Supernatant,5659,D21,0,IFN-,197210209.9,106712.6,172401.7,,,649968.8,5237862.12,881615.63,4037967.17,182526.23,,17514.72,216129.37,
6,Supernatant,2036,D21,0,IFN-,190573221.8,63314.12,203421.2,,,549687.21,4735771.98,879593.74,4835984.47,117268.62,,20938.27,188953.4,
6,Supernatant,8447,D21,0,IFN-,130383821.2,47877.98,157814.07,,,782236.93,4730238.45,593493.08,3485928.48,186526.38,,3333.85,258342.14,
6,Supernatant,5397,T21,0,IFN-,354206740.3,842076.24,483317.2,,,1150674.01,9359207.29,1776206.58,4275396.87,259195.95,,17050.21,217706.66,
6,Supernatant,2767,T21,0,IFN-,157066370.9,162879,248438.05,,,733300.97,5254680.9,889462.69,4431749,161844.02,,111609.71,128740.37,
6,Supernatant,4616,T21,0,IFN-,129782337.6,140168.8,197871.02,,,531338.19,4290542.14,781108.31,3724618.94,194686.75,,5189.27,299923.71,
6,Supernatant,5659,D21,1,IFN+,125481662.1,71432.13,178499.54,,,546178.54,3176479.09,751724.18,2809935.43,176861.58,,4092.88,89910.62,
6,Supernatant,2036,D21,1,IFN+,112431477.7,33177.48,117157.31,,,392770.9,2555397.5,431035.08,2698793.79,65483.89,,0,199129.99,
6,Supernatant,8447,D21,1,IFN+,128270373.2,21642.01,63924.73,,,604251.97,2565186.11,447423.8,3015605.66,94979.96,,0,248344.83,
6,Supernatant,5397,T21,1,IFN+,125429124.7,88668.8,100186.78,,,510262.68,3115471.7,575718.22,3139927.54,134221.39,,6817.15,270441.12,
6,Supernatant,2767,T21,1,IFN+,107087454.8,33391.49,179409.78,,,619097.77,2948396.8,1106321.97,2572098.58,121642.4,,89737.9,414209.03,
6,Supernatant,4616,T21,1,IFN+,214358514.3,81157.84,76429.68,,,487116.58,5472053.3,812094.49,4469887.68,256012.5,,0,449063.63,
6,Supernatant,5659,D21,1,IFN-,109513706.6,32252.89,153241.61,,,593380.29,1714088.47,562060.62,2829140.61,21160.28,,0,36997.2,
6,Supernatant,2036,D21,1,IFN-,133685254.6,45948.21,73244.38,,,400380.56,3817684.03,584468.34,2716880.66,146999.19,,0,4581.71,
6,Supernatant,8447,D21,1,IFN-,187191411.1,62695.41,174905.78,,,813325.81,3703137.2,706439.27,4412521.97,112470.43,,0,10282.09,
6,Supernatant,5397,T21,1,IFN-,195050939.3,55137.75,121859.39,,,401866.97,3396587.5,722082.97,4341901.62,23935.29,,0,5780.85,
6,Supernatant,2767,T21,1,IFN-,152184137.2,36877.57,177196.91,,,520986.29,3330635.17,643698.35,3553953.17,123297.88,,0,2878.29,
6,Supernatant,4616,T21,1,IFN-,243999584.5,90570.28,186860.62,,,562744.79,7676183.96,1195897.18,3260021.5,365325.41,,0,0,
6,Supernatant,5659,D21,6,IFN+,128669120.8,49805.5,125331.36,,,521316.13,5413251.68,604510.1,2633524.8,129427.74,,0,3471.19,
6,Supernatant,2036,D21,6,IFN+,216273940.2,65176.17,326861.52,,,579488.63,4301099.12,712380.64,3332776.81,191032.44,,14862.85,4894.92,
6,Supernatant,8447,D21,6,IFN+,138790451.5,31107.49,161179.42,,,414236.33,2621359.07,464680.79,4871202.65,3488.97,,0,2017.39,
6,Supernatant,5397,T21,6,IFN+,119561585.6,312569.54,167058.84,,,821370,2659182,534437.41,3897027.03,32697.89,,0,5721,
6,Supernatant,2767,T21,6,IFN+,180854164,277064.5,166276.63,,,576454.91,3301485.78,628248.35,5255403.24,101511.7,,7086.39,2819.64,
6,Supernatant,4616,T21,6,IFN+,162931875.4,143096.26,176191.19,,,504121.19,3094332.46,544055.15,5622454.03,51835.42,,7507.99,6335.59,
6,Supernatant,5659,D21,6,IFN-,181299087.8,75320.04,68567.17,,,590814.53,3288380.41,673104.02,6388773.05,114167.84,,5321.1,4755.93,
6,Supernatant,2036,D21,6,IFN-,182691608.3,81753.58,105020.72,,,361274.36,2582172.65,696486.87,5987448.5,6055.45,,0,1914.16,
6,Supernatant,8447,D21,6,IFN-,188125814.7,11988,167628.25,,,476820.57,5360476.84,633034.25,3753287.5,177174.45,,0,0,
6,Supernatant,5397,T21,6,IFN-,184181970.2,64263.53,158765.63,,,549848.96,2878082.48,740204.64,5646250.83,57430.95,,0,0,
6,Supernatant,2767,T21,6,IFN-,87234877.43,31213.62,118698.35,,,388185.71,1262215.73,414217.2,4206568.69,2743.08,,0,1720.82,
6,Supernatant,4616,T21,6,IFN-,223678466.3,105417.8,193668.45,,,663857.33,3593900.81,664273.45,7207279.29,0,,16586.43,13693.15,
6,Supernatant,5659,D21,24,IFN+,229659224.3,1566876.83,161400.01,,,528230.04,5853380.36,1035375.8,3795190.52,70897.51,,183185.08,0,
6,Supernatant,2036,D21,24,IFN+,206221304.5,232827.9,108610.69,,,657909.52,2838173.26,942674.98,4108199.99,4600.61,,36599.22,0,
6,Supernatant,8447,D21,24,IFN+,181733545.7,346741.41,161851.24,,,904730.27,2628765.97,681641.89,4364758.27,8449.49,,82944.84,3621.26,
6,Supernatant,5397,T21,24,IFN+,133981407.2,18100693,156540.59,,,661647,3521989.55,1206707.29,4077263.21,56647.59,,28070.01,67133.88,
6,Supernatant,2767,T21,24,IFN+,141839528.9,7235639.59,194945.05,,,668264.75,1486691.94,875257.49,6777857.4,0,,172226.6,3343.5,
6,Supernatant,4616,T21,24,IFN+,172346927.2,5344223.06,213579.84,,,472124.62,2877918.36,941674.41,4055326.19,5056.34,,84384.5,10052.04,
6,Supernatant,5659,D21,24,IFN-,197839161.7,64434.68,116670.71,,,813768.26,3015916.56,677780.16,5695824.07,0,,63363.53,2759.21,
6,Supernatant,2036,D21,24,IFN-,187651190.3,27829.13,104629.93,,,524904.09,1759178.26,713311.25,8076394.01,3309.01,,17852.93,3755.25,
6,Supernatant,8447,D21,24,IFN-,151169706.4,26107.21,75270.47,,,549440.25,1597807.36,610417.83,6504117.63,0,,46189.22,2074.85,
6,Supernatant,5397,T21,24,IFN-,216710608.9,402929.75,138033.54,,,544820.59,2084207.98,840648.76,5347297.14,0,,73954.85,0,
6,Supernatant,2767,T21,24,IFN-,172093116.2,189414.7,92464.7,,,511536.78,1487600.42,679473.57,7136538.63,3422.92,,31156.63,0,
6,Supernatant,4616,T21,24,IFN-,216337884.1,336184.17,124642.79,,,797945.54,2579776.89,900181.84,5074046.58,4506.93,,32356.03,42470.57,